Layer 1,Layer 2,Layer 3,R2,MAE
25,12,5,0.82976,0.11705
25,12,6,0.81192,0.1098
25,12,7,0.80673,0.10226
25,12,8,0.82655,0.10155
25,12,9,0.87264,0.09291
25,12,10,0.86335,0.11221
25,13,0,0.8329,0.09487
25,13,1,0.82616,0.10739
25,13,2,0.80322,0.10097
25,13,3,0.81346,0.10178
25,13,4,-6E-05,0.53465
25,13,5,0.85827,0.10578
25,13,6,0.87978,0.0792
25,13,7,0.84733,0.09117
25,13,8,0.88015,0.08525
25,13,9,0.90512,0.09018
25,13,10,0.90911,0.08779
25,14,0,0.8371,0.10117
25,14,1,-5E-05,0.5347
25,14,2,-0.0001,0.53449
25,14,3,0.86753,0.08292
25,14,4,0.84894,0.09447
25,14,5,0.89153,0.09505
25,14,6,0.84711,0.10252
25,14,7,0.86773,0.09263
25,14,8,0.91739,0.07055
25,14,9,0.88807,0.09182
25,14,10,0.90194,0.0855
25,15,0,0.82665,0.09205
25,15,1,0.85721,0.1005
25,15,2,0.88446,0.09287
25,15,3,-4E-05,0.53476
25,15,4,0.82532,0.09754
25,15,5,0.90555,0.07931
25,15,6,0.84914,0.09566
25,15,7,0.90804,0.07697
25,15,8,0.88344,0.1015
25,15,9,0.94898,0.06391
25,15,10,0.87292,0.07601
25,16,0,0.82887,0.09296
25,16,1,-7E-05,0.53463
25,16,2,-8E-05,0.53457
25,16,3,0.85907,0.08623
25,16,4,0.90417,0.07908
25,16,5,0.84047,0.09419
25,16,6,0.88669,0.1014
25,16,7,0.91308,0.08975
25,16,8,0.87091,0.07737
25,16,9,0.89754,0.08765
25,16,10,0.90495,0.079
25,17,0,0.82479,0.0997
25,17,1,-5E-05,0.53475
25,17,2,0.90323,0.08325
25,17,3,0.81458,0.11188
25,17,4,0.92001,0.09026
25,17,5,0.91034,0.07947
25,17,6,0.89171,0.08127
25,17,7,0.89275,0.07119
25,17,8,0.88464,0.07779
25,17,9,0.8823,0.10325
25,17,10,0.89377,0.08107
25,18,0,0.87907,0.08663
25,18,1,0.85529,0.11287
25,18,2,-7E-05,0.53459
25,18,3,0.86873,0.08986
25,18,4,0.92479,0.06783
25,18,5,0.8904,0.08222
25,18,6,0.94738,0.06825
25,18,7,0.92025,0.085
25,18,8,0.87531,0.08173
25,18,9,0.87377,0.08181
25,18,10,0.91687,0.07363
25,19,0,0.82499,0.11641
25,19,1,0.84765,0.09794
25,19,2,0.91577,0.07905
25,19,3,0.88512,0.09355
25,19,4,0.81803,0.13092
25,19,5,0.89522,0.10175
25,19,6,0.84407,0.09805
25,19,7,0.87024,0.09218
25,19,8,0.89941,0.09948
25,19,9,0.87787,0.07803
25,19,10,0.88595,0.09025
25,20,0,0.91957,0.07248
25,20,1,-0.0001,0.53448
25,20,2,-9E-05,0.53451
25,20,3,0.92493,0.08602
25,20,4,0.93698,0.06923
25,20,5,0.8648,0.08821
25,20,6,0.9241,0.0738
25,20,7,0.88271,0.09405
25,20,8,0.85707,0.08699
25,20,9,0.86329,0.10218
25,20,10,0.87652,0.08842
26,0,0,0.78909,0.11774
26,1,0,0.77869,0.13312
26,1,1,-8E-05,0.53454
26,1,2,0.78987,0.12895
26,1,3,0.80971,0.13461
26,1,4,0.77806,0.1342
26,1,5,0.78102,0.12482
26,1,6,0.78705,0.11578
26,1,7,0.81639,0.10866
26,1,8,0.80701,0.11766
26,1,9,0.81357,0.12539
26,1,10,0.78533,0.13194
26,2,0,0.87023,0.09473
26,2,1,0.80696,0.12825
26,2,2,0.71946,0.09677
26,2,3,0.92182,0.06968
26,2,4,0.88171,0.08869
26,2,5,0.89278,0.09588
26,2,6,0.81937,0.12193
26,2,7,0.89282,0.09597
26,2,8,0.90145,0.07866
26,2,9,0.78288,0.1701
26,2,10,0.86892,0.09112
26,3,0,0.83524,0.09723
26,3,1,0.02238,0.5159
26,3,2,0.82133,0.10451
26,3,3,0.78241,0.12924
26,3,4,0.80613,0.11057
26,3,5,0.80512,0.11119
26,3,6,0.82648,0.10148
26,3,7,0.80419,0.11231
26,3,8,0.86779,0.10554
26,3,9,0.81966,0.10051
26,3,10,0.88628,0.08948
26,4,0,0.79592,0.12227
26,4,1,0.82292,0.09785
26,4,2,0.821,0.10745
26,4,3,0.85532,0.09426
26,4,4,0.82269,0.12287
26,4,5,0.85855,0.0892
26,4,6,0.82126,0.11246
26,4,7,0.84837,0.1114
26,4,8,0.9273,0.09235
26,4,9,0.85459,0.10097
26,4,10,0.81643,0.09155
26,5,0,0.84008,0.08835
26,5,1,-0.0001,0.53526
26,5,2,0.84596,0.10818
26,5,3,0.82714,0.13395
26,5,4,0.8859,0.09656
26,5,5,0.88471,0.081
26,5,6,0.84028,0.09411
26,5,7,0.82265,0.10235
26,5,8,0.86656,0.08509
26,5,9,0.88373,0.08033
26,5,10,0.90261,0.07411
26,6,0,0.80885,0.10303
26,6,1,0.81491,0.11458
26,6,2,0.72296,0.09001
26,6,3,0.83386,0.10277
26,6,4,0.83399,0.10135
26,6,5,0.85327,0.11512
26,6,6,0.83028,0.1077
26,6,7,0.83094,0.09024
26,6,8,0.86115,0.1048
26,6,9,0.86171,0.09067
26,6,10,0.89952,0.08158
26,7,0,0.84465,0.1107
26,7,1,0.79918,0.11026
26,7,2,0.87628,0.10717
26,7,3,-7E-05,0.53463
26,7,4,0.84914,0.10549
26,7,5,0.86517,0.10463
26,7,6,0.86151,0.07828
26,7,7,0.81854,0.12332
26,7,8,0.87267,0.09289
26,7,9,0.81945,0.11514
26,7,10,0.91092,0.08634
26,8,0,0.82191,0.10742
26,8,1,-7E-05,0.53463
26,8,2,0.86143,0.10815
26,8,3,0.81613,0.10453
26,8,4,0.81326,0.09757
26,8,5,0.85548,0.09099
26,8,6,0.85926,0.11235
26,8,7,0.84278,0.1007
26,8,8,0.84584,0.09605
26,8,9,0.85298,0.10431
26,8,10,0.91376,0.07483
26,9,0,0.83996,0.11242
26,9,1,0.83481,0.10927
26,9,2,-0.0001,0.53447
26,9,3,0.79334,0.10808
26,9,4,0.72915,0.08466
26,9,5,0.83596,0.09436
26,9,6,0.88146,0.09424
26,9,7,0.84258,0.10416
26,9,8,0.83498,0.11175
26,9,9,0.83578,0.08972
26,9,10,0.83776,0.10802
26,10,0,0.82459,0.09917
26,10,1,-9E-05,0.53451
26,10,2,0.72758,0.08515
26,10,3,-7E-05,0.53461
26,10,4,0.83104,0.09956
26,10,5,0.92471,0.09073
26,10,6,0.81709,0.09957
26,10,7,0.83371,0.09816
26,10,8,0.9054,0.0808
26,10,9,0.88887,0.08884
26,10,10,0.83895,0.10544
26,11,0,0.81125,0.11484
26,11,1,-8E-05,0.53456
26,11,2,0.82432,0.09965
26,11,3,0.85966,0.0895
26,11,4,0.81022,0.10963
26,11,5,0.86435,0.08773
26,11,6,0.85361,0.09337
26,11,7,0.87771,0.09119
26,11,8,0.82074,0.11412
26,11,9,0.82645,0.10243
26,11,10,0.83961,0.12371
26,12,0,0.82079,0.1066
26,12,1,-6E-05,0.53468
26,12,2,0.81385,0.10511
26,12,3,0.81687,0.10845
26,12,4,0.83402,0.09551
26,12,5,0.86757,0.09473
26,12,6,0.8254,0.10679
26,12,7,0.85678,0.09445
26,12,8,0.82466,0.10437
26,12,9,0.92231,0.07543
26,12,10,0.89791,0.07618
26,13,0,0.84761,0.0969
26,13,1,0.84238,0.11602
26,13,2,0.02788,0.50696
26,13,3,0.85395,0.09096
26,13,4,0.83304,0.10652
26,13,5,0.84877,0.11935
26,13,6,0.85592,0.09517
26,13,7,0.87209,0.09812
26,13,8,0.90461,0.07568
26,13,9,0.87175,0.1013
26,13,10,0.84165,0.0959
26,14,0,0.84776,0.10712
26,14,1,0.8419,0.11076
26,14,2,-7E-05,0.53459
26,14,3,0.87338,0.10428
26,14,4,0.87549,0.09209
26,14,5,0.90465,0.07073
26,14,6,0.86117,0.08651
26,14,7,0.83164,0.12712
26,14,8,0.86072,0.10755
26,14,9,0.9316,0.06415
26,14,10,0.88305,0.0887
26,15,0,0.85207,0.0974
26,15,1,0.83502,0.09113
26,15,2,-0.00011,0.53443
26,15,3,0.84463,0.11996
26,15,4,0.94161,0.07216
26,15,5,0.81498,0.10304
26,15,6,0.88984,0.07869
26,15,7,0.86883,0.09343
26,15,8,0.87109,0.09023
26,15,9,0.86609,0.08639
26,15,10,0.90937,0.0666
26,16,0,0.84656,0.0919
26,16,1,-6E-05,0.53464
26,16,2,0.84366,0.09046
26,16,3,0.86349,0.08762
26,16,4,0.9022,0.07679
26,16,5,0.88137,0.0843
26,16,6,0.8569,0.11234
26,16,7,0.85313,0.09306
26,16,8,0.85493,0.09424
26,16,9,0.84843,0.08871
26,16,10,0.83337,0.1059
26,17,0,0.85165,0.09112
26,17,1,0.87353,0.09791
26,17,2,-9E-05,0.53451
26,17,3,0.88267,0.08469
26,17,4,0.83416,0.10866
26,17,5,0.91068,0.0849
26,17,6,0.87113,0.06924
26,17,7,0.87357,0.10365
26,17,8,0.84455,0.09169
26,17,9,0.92259,0.09171
26,17,10,0.92288,0.09984
26,18,0,0.83754,0.10537
26,18,1,0.82613,0.10618
26,18,2,0.88291,0.0925
26,18,3,0.89641,0.06992
26,18,4,0.88926,0.07465
26,18,5,0.84451,0.0997
26,18,6,0.84356,0.09739
26,18,7,0.84823,0.10521
26,18,8,0.86096,0.11047
26,18,9,0.87404,0.06921
26,18,10,0.94272,0.07089
26,19,0,0.91955,0.07273
26,19,1,-0.0001,0.53447
26,19,2,0.84647,0.09821
26,19,3,0.88847,0.0901
26,19,4,0.8566,0.10966
26,19,5,0.83405,0.10955
26,19,6,0.83648,0.08674
26,19,7,0.89228,0.07582
26,19,8,0.84035,0.11838
26,19,9,0.89094,0.08425
26,19,10,0.88729,0.07208
26,20,0,0.88395,0.07848
26,20,1,0.84461,0.09412
26,20,2,-7E-05,0.5346
26,20,3,0.94068,0.07414
26,20,4,0.82702,0.10377
26,20,5,0.86248,0.08229
26,20,6,0.83447,0.10064
26,20,7,0.8669,0.0925
26,20,8,0.8683,0.09453
26,20,9,0.8494,0.1106
26,20,10,0.8625,0.1083
27,0,0,0.78669,0.11221
27,1,0,0.77958,0.11932
27,1,1,-6E-05,0.53468
27,1,2,0.76972,0.1367
27,1,3,0.7927,0.11177
27,1,4,0.80908,0.14493
27,1,5,0,0.53544
27,1,6,0.78104,0.13203
27,1,7,0,0.53519
27,1,8,0.14897,0.51237
27,1,9,0.80334,0.12034
27,1,10,0,0.53518
27,2,0,0.79195,0.12461
27,2,1,0.81386,0.11407
27,2,2,0.79048,0.12614
27,2,3,0.78809,0.11905
27,2,4,0.83926,0.09505
27,2,5,0.81827,0.11032
27,2,6,0.84314,0.10556
27,2,7,0.71177,0.11166
27,2,8,0.83303,0.1146
27,2,9,0.8139,0.11416
27,2,10,0.81392,0.11967
27,3,0,0.79491,0.11775
27,3,1,-0.0001,0.53446
27,3,2,0.81769,0.09797
27,3,3,-6E-05,0.53469
27,3,4,0.80986,0.10072
27,3,5,0.80386,0.12217
27,3,6,0.81739,0.10295
27,3,7,0.79766,0.12189
27,3,8,0.82742,0.10605
27,3,9,0.85929,0.09869
27,3,10,0.8372,0.10024
27,4,0,0.80371,0.11622
27,4,1,0.82883,0.09427
27,4,2,0.81315,0.12472
27,4,3,0.84253,0.09993
27,4,4,0.83527,0.09067
27,4,5,0.83717,0.10424
27,4,6,0.80422,0.10716
27,4,7,0.85765,0.09843
27,4,8,0.82169,0.11408
27,4,9,0.89092,0.0897
27,4,10,0.8173,0.10446
27,5,0,0.80649,0.11081
27,5,1,0.8238,0.09865
27,5,2,0.77736,0.11974
27,5,3,0.83672,0.09467
27,5,4,0.83076,0.12198
27,5,5,0.82574,0.10287
27,5,6,0.82034,0.12417
27,5,7,0.89402,0.07557
27,5,8,0.82055,0.09347
27,5,9,0.83055,0.11234
27,5,10,0.83658,0.08982
27,6,0,0.84012,0.0978
27,6,1,-6E-05,0.53465
27,6,2,0.80015,0.12055
27,6,3,-9E-05,0.5345
27,6,4,0.82711,0.1053
27,6,5,0.82339,0.10579
27,6,6,0.82987,0.09691
27,6,7,0.83498,0.11514
27,6,8,0.85941,0.10091
27,6,9,0.88309,0.09239
27,6,10,0.81789,0.10199
27,7,0,0.84003,0.1037
27,7,1,-6E-05,0.53464
27,7,2,0.81819,0.10948
27,7,3,0.86837,0.08898
27,7,4,0.79292,0.11328
27,7,5,0.83878,0.0979
27,7,6,0.88622,0.0892
27,7,7,0.90637,0.09183
27,7,8,0.8938,0.07684
27,7,9,0.83465,0.09763
27,7,10,0.87062,0.08614
27,8,0,0.83183,0.08744
27,8,1,-8E-05,0.53458
27,8,2,-8E-05,0.53456
27,8,3,0.83678,0.10114
27,8,4,0.83987,0.09651
27,8,5,0.90054,0.07182
27,8,6,0.84169,0.11476
27,8,7,0.80638,0.10272
27,8,8,0.87235,0.13152
27,8,9,0.85773,0.09172
27,8,10,0.8962,0.09304
27,9,0,0.83277,0.106
27,9,1,-8E-05,0.53454
27,9,2,0.8123,0.10094
27,9,3,0.83252,0.09716
27,9,4,0.8223,0.10043
27,9,5,0.89716,0.07768
27,9,6,0.87402,0.08889
27,9,7,0.85234,0.08809
27,9,8,0.83641,0.10698
27,9,9,0.86865,0.08468
27,9,10,0.8597,0.08225
27,10,0,0.82831,0.09907
27,10,1,-7E-05,0.5346
27,10,2,0.80431,0.09448
27,10,3,-2E-05,0.53492
27,10,4,0.81957,0.10449
27,10,5,0.82708,0.10468
27,10,6,0.79873,0.10788
27,10,7,0.89225,0.08267
27,10,8,0.8419,0.09264
27,10,9,0.84685,0.09524
27,10,10,0.85785,0.08807
27,11,0,0.83927,0.10009
27,11,1,0.81742,0.10329
27,11,2,0.83682,0.10012
27,11,3,0.83843,0.10414
27,11,4,0.9165,0.0795
27,11,5,0.89456,0.08058
27,11,6,0.86154,0.10892
27,11,7,0.91445,0.0872
27,11,8,0.84174,0.12979
27,11,9,0.89829,0.09039
27,11,10,0.85935,0.09441
27,12,0,0.83107,0.10587
27,12,1,0.84447,0.10373
27,12,2,0.83409,0.09958
27,12,3,0.87332,0.08867
27,12,4,0.84535,0.10457
27,12,5,0.90905,0.0762
27,12,6,0.8683,0.08224
27,12,7,0.88764,0.07598
27,12,8,0.8844,0.11069
27,12,9,0.86615,0.09111
27,12,10,0.92189,0.08669
27,13,0,0.87597,0.07552
27,13,1,-9E-05,0.53449
27,13,2,0.83791,0.09658
27,13,3,0.85764,0.10276
27,13,4,0.83885,0.10314
27,13,5,0.83025,0.10673
27,13,6,0.89786,0.07764
27,13,7,0.88277,0.08992
27,13,8,0.92268,0.08903
27,13,9,0.86898,0.08776
27,13,10,0.90175,0.09463
27,14,0,0.85779,0.09891
27,14,1,-7E-05,0.53462
27,14,2,-0.00011,0.53444
27,14,3,0.8399,0.08593
27,14,4,0.84985,0.10713
27,14,5,0.89887,0.08382
27,14,6,0.85738,0.09876
27,14,7,0.90937,0.08429
27,14,8,0.85506,0.09034
27,14,9,0.8518,0.09703
27,14,10,0.82528,0.10144
27,15,0,0.84554,0.0923
27,15,1,0.84178,0.09875
27,15,2,0.88585,0.09308
27,15,3,0.87426,0.08135
27,15,4,0.82264,0.10202
27,15,5,0.85765,0.10232
27,15,6,0.91383,0.06152
27,15,7,0.91297,0.08459
27,15,8,0.87602,0.07629
27,15,9,0.87846,0.10123
27,15,10,0.84997,0.11061
27,16,0,0.86848,0.09413
27,16,1,0.82559,0.11324
27,16,2,0.86134,0.08705
27,16,3,0.86428,0.0902
27,16,4,0.87519,0.08655
27,16,5,0.86541,0.08734
27,16,6,0.8521,0.08869
27,16,7,0.88681,0.10375
27,16,8,0.90198,0.07996
27,16,9,0.88072,0.09457
27,16,10,0.89651,0.09014
27,17,0,0.82431,0.09529
27,17,1,-0.0001,0.53448
27,17,2,0.83514,0.10618
27,17,3,0.84482,0.09149
27,17,4,0.86166,0.09599
27,17,5,0.85063,0.10329
27,17,6,0.86597,0.08753
27,17,7,0.87344,0.09356
27,17,8,0.8645,0.11041
27,17,9,0.86287,0.10615
27,17,10,0.84089,0.09036
27,18,0,0.88168,0.08609
27,18,1,-5E-05,0.5347
27,18,2,0.81538,0.10286
27,18,3,-0.0001,0.53447
27,18,4,0.87063,0.07586
27,18,5,0.82589,0.09998
27,18,6,0.87527,0.08847
27,18,7,0.87319,0.08963
27,18,8,0.83877,0.09247
27,18,9,0.90765,0.08339
27,18,10,0.9106,0.08124
27,19,0,0.82807,0.09406
27,19,1,0.86426,0.09926
27,19,2,0.87622,0.08153
27,19,3,0.82619,0.09634
27,19,4,0.86784,0.09085
27,19,5,0.85768,0.11473
27,19,6,0.84868,0.0919
27,19,7,0.80445,0.10861
27,19,8,0.86331,0.10358
27,19,9,0.8551,0.09077
27,19,10,0.83849,0.1128
27,20,0,0.85077,0.10353
27,20,1,0.83969,0.10715
27,20,2,0.82784,0.10589
27,20,3,-8E-05,0.53456
27,20,4,0.82597,0.09957
27,20,5,0.87292,0.07803
27,20,6,0.82262,0.08929
27,20,7,0.86861,0.10233
27,20,8,0.84557,0.10074
27,20,9,0.90362,0.07352
27,20,10,0.85317,0.11555
28,0,0,0.79179,0.11561
28,1,0,0.78573,0.12924
28,1,1,0.80202,0.13602
28,1,2,0.79266,0.11528
28,1,3,0.78737,0.13276
28,1,4,0.79146,0.13661
28,1,5,0.79269,0.11723
28,1,6,0.81628,0.11353
28,1,7,0.81869,0.1206
28,1,8,-1E-05,0.53564
28,1,9,0.8026,0.11716
28,1,10,0.80228,0.11557
28,2,0,0.80667,0.10604
28,2,1,-5E-05,0.53475
28,2,2,0.82493,0.10665
28,2,3,0.79485,0.1264
28,2,4,0.71671,0.09849
28,2,5,0.77892,0.13638
28,2,6,0.80914,0.12206
28,2,7,0.89395,0.09454
28,2,8,0.78525,0.11352
28,2,9,0.85151,0.08772
28,2,10,0.79348,0.1285
28,3,0,0.81564,0.09761
28,3,1,-5E-05,0.53475
28,3,2,0.80755,0.10751
28,3,3,0.82855,0.08911
28,3,4,0.90015,0.07701
28,3,5,0.8472,0.10348
28,3,6,0.89654,0.076
28,3,7,0.85357,0.09896
28,3,8,0.87142,0.11365
28,3,9,0.908,0.09732
28,3,10,0.8682,0.08516
28,4,0,0.82352,0.08884
28,4,1,0.86538,0.08532
28,4,2,0.8888,0.07988
28,4,3,0.81171,0.11651
28,4,4,0.84596,0.08654
28,4,5,0.83378,0.10871
28,4,6,0.83543,0.10326
28,4,7,0.82767,0.10902
28,4,8,0.80662,0.10939
28,4,9,0.82346,0.10173
28,4,10,0.86458,0.079
28,5,0,0.84292,0.09433
28,5,1,-3E-05,0.53488
28,5,2,0.80748,0.12492
28,5,3,0.77997,0.15183
28,5,4,0.87907,0.09259
28,5,5,0.80292,0.10152
28,5,6,0.88591,0.08364
28,5,7,0.86106,0.10093
28,5,8,0.89277,0.09161
28,5,9,0.85683,0.08698
28,5,10,0.85764,0.10534
28,6,0,0.89356,0.06772
28,6,1,0.8088,0.13354
28,6,2,0.92411,0.07617
28,6,3,0.82344,0.11019
28,6,4,0.85223,0.09633
28,6,5,0.86308,0.11827
28,6,6,0.81806,0.12697
28,6,7,0.84233,0.1022
28,6,8,0.84996,0.09667
28,6,9,0.83617,0.09442
28,6,10,0.86516,0.10488
28,7,0,0.81348,0.10421
28,7,1,-4E-05,0.53477
28,7,2,0.82454,0.09771
28,7,3,0.82824,0.11267
28,7,4,0.82918,0.10665
28,7,5,0.81965,0.12049
28,7,6,0.84338,0.10384
28,7,7,0.80716,0.11464
28,7,8,0.84871,0.09237
28,7,9,0.80113,0.11702
28,7,10,0.82666,0.10538
28,8,0,0.84494,0.109
28,8,1,-2E-05,0.53495
28,8,2,0.87005,0.08669
28,8,3,0.81676,0.11569
28,8,4,0.8752,0.08465
28,8,5,0.81828,0.10248
28,8,6,0.84671,0.11222
28,8,7,0.83498,0.10493
28,8,8,0.90318,0.06922
28,8,9,0.84113,0.09777
28,8,10,0.86106,0.09771
28,9,0,0.84828,0.09522
28,9,1,0.82833,0.11844
28,9,2,0.83652,0.09372
28,9,3,0.81217,0.10167
28,9,4,-0.0001,0.53447
28,9,5,0.86132,0.09657
28,9,6,0.83903,0.11172
28,9,7,0.87833,0.07983
28,9,8,0.88815,0.07388
28,9,9,0.88795,0.08762
28,9,10,0.84912,0.08678
28,10,0,0.86447,0.07946
28,10,1,-9E-05,0.53452
28,10,2,0.89669,0.09332
28,10,3,0.82861,0.0966
28,10,4,0.85629,0.09306
28,10,5,0.89219,0.09817
28,10,6,0.91852,0.09834
28,10,7,0.83126,0.11593
28,10,8,0.86695,0.09115
28,10,9,0.85431,0.11767
28,10,10,0.89942,0.07244
28,11,0,0.84366,0.10384
28,11,1,-5E-05,0.5347
28,11,2,0.83016,0.09187
28,11,3,0.84364,0.12724
28,11,4,0.82284,0.10527
28,11,5,0.83019,0.08747
28,11,6,0.83324,0.09537
28,11,7,0.92092,0.08035
28,11,8,0.7962,0.13972
28,11,9,0.85964,0.12649
28,11,10,0.84388,0.08789
28,12,0,0.86492,0.10235
28,12,1,-5E-05,0.53472
28,12,2,-0.0001,0.53446
28,12,3,0.83494,0.12726
28,12,4,0.87889,0.08328
28,12,5,0.87121,0.0934
28,12,6,0.81454,0.12232
28,12,7,0.85525,0.09326
28,12,8,0.87123,0.08032
28,12,9,0.88353,0.08796
28,12,10,0.84876,0.10092
28,13,0,0.83863,0.11202
28,13,1,0.8099,0.10392
28,13,2,0.89752,0.07142
28,13,3,0.79903,0.15051
28,13,4,0.8268,0.10067
28,13,5,0.81628,0.11965
28,13,6,0.87926,0.08386
28,13,7,0.81347,0.12792
28,13,8,0.86038,0.08933
28,13,9,0.94717,0.06802
28,13,10,0.80481,0.11744
28,14,0,0.81302,0.10736
28,14,1,-8E-05,0.53453
28,14,2,0.78028,0.12544
28,14,3,0.85708,0.10341
28,14,4,0.8551,0.10019
28,14,5,0.89928,0.07603
28,14,6,0.87187,0.07831
28,14,7,0.87847,0.09414
28,14,8,0.89649,0.08116
28,14,9,0.90188,0.0651
28,14,10,0.87208,0.10188
28,15,0,0.83934,0.09758
28,15,1,0.82496,0.10028
28,15,2,0.87534,0.09893
28,15,3,0.85026,0.08055
28,15,4,0.9171,0.08173
28,15,5,0.8629,0.0942
28,15,6,0.88546,0.0962
28,15,7,0.85182,0.10025
28,15,8,0.82181,0.11433
28,15,9,0.8289,0.09349
28,15,10,0.90975,0.07084
28,16,0,0.84058,0.0941
28,16,1,-4E-05,0.5348
28,16,2,0.86179,0.08328
28,16,3,0.89528,0.07642
28,16,4,0.86775,0.08661
28,16,5,0.84763,0.09179
28,16,6,0.89062,0.07271
28,16,7,0.87885,0.13012
28,16,8,0.90963,0.0737
28,16,9,0.93444,0.07328
28,16,10,0.8604,0.10951
28,17,0,0.8752,0.09099
28,17,1,0.89669,0.07843
28,17,2,0.88646,0.09885
28,17,3,0.91893,0.07964
28,17,4,0.8513,0.11042
28,17,5,0.86878,0.08648
28,17,6,0.85739,0.09077
28,17,7,0.92947,0.0732
28,17,8,0.93465,0.07627
28,17,9,0.88168,0.10628
28,17,10,0.87143,0.11623
28,18,0,0.88394,0.10071
28,18,1,-7E-05,0.53459
28,18,2,0.84082,0.11379
28,18,3,0.8787,0.09232
28,18,4,0.87223,0.0907
28,18,5,0.87127,0.07674
28,18,6,0.89966,0.08832
28,18,7,0.86236,0.08945
28,18,8,0.87221,0.11253
28,18,9,0.87907,0.09983
28,18,10,0.88057,0.10381
28,19,0,0.83612,0.10817
28,19,1,0.83126,0.12315
28,19,2,-8E-05,0.53458
28,19,3,0.86388,0.08172
28,19,4,0.84129,0.10433
28,19,5,0.89659,0.08843
28,19,6,0.87678,0.09429
28,19,7,0.84125,0.11383
28,19,8,0.92364,0.06682
28,19,9,0.85944,0.09167
28,19,10,0.84601,0.09611
28,20,0,0.84664,0.10642
28,20,1,-9E-05,0.53449
28,20,2,0.83724,0.10834
28,20,3,0.83689,0.11038
28,20,4,0.86103,0.09357
28,20,5,0.86288,0.08565
28,20,6,0.84904,0.102
28,20,7,0.86397,0.08963
28,20,8,0.92584,0.07614
28,20,9,0.88151,0.09295
28,20,10,0.86683,0.08361
29,0,0,0.77077,0.11712
29,1,0,0.78045,0.12124
29,1,1,0.76828,0.13194
29,1,2,0.76012,0.13985
29,1,3,0.79936,0.11638
29,1,4,0.81339,0.11978
29,1,5,0.79348,0.12537
29,1,6,0.77247,0.12656
29,1,7,0,0.53529
29,1,8,0.77727,0.1215
29,1,9,0.7745,0.13284
29,1,10,0,0.53547
29,2,0,0.83556,0.10264
29,2,1,-6E-05,0.53465
29,2,2,-6E-05,0.53465
29,2,3,0.82214,0.10111
29,2,4,0.80421,0.10721
29,2,5,0.80577,0.10673
29,2,6,0.8321,0.09133
29,2,7,0.79798,0.1232
29,2,8,0.87368,0.10021
29,2,9,0.91071,0.06848
29,2,10,0.82525,0.10493
29,3,0,0.79065,0.10552
29,3,1,-0.0001,0.53446
29,3,2,0.84782,0.09674
29,3,3,0.87798,0.1116
29,3,4,0.88013,0.10405
29,3,5,0.82109,0.11418
29,3,6,0.84146,0.09775
29,3,7,0.82465,0.10524
29,3,8,0.88109,0.0959
29,3,9,0.82775,0.11367
29,3,10,0.9167,0.07967
29,4,0,0.78964,0.11042
29,4,1,-8E-05,0.53456
29,4,2,0.89818,0.08419
29,4,3,0.84853,0.09883
29,4,4,0.82107,0.09044
29,4,5,0.82219,0.10553
29,4,6,0.7707,0.12216
29,4,7,0.88632,0.10421
29,4,8,0.90359,0.10154
29,4,9,0.8865,0.08539
29,4,10,0.82759,0.0943
29,5,0,0.8154,0.11256
29,5,1,-0.0001,0.53445
29,5,2,0.82459,0.09277
29,5,3,0.84894,0.10222
29,5,4,-9E-05,0.53452
29,5,5,0.83159,0.10081
29,5,6,0.81386,0.10429
29,5,7,0.82248,0.09948
29,5,8,0.85976,0.09985
29,5,9,0.86762,0.08476
29,5,10,0.81289,0.10969
29,6,0,0.79414,0.11594
29,6,1,0.79374,0.1152
29,6,2,-9E-05,0.5345
29,6,3,0.8181,0.12464
29,6,4,0.80797,0.1001
29,6,5,0.83181,0.09543
29,6,6,0.81209,0.11832
29,6,7,0.81262,0.10956
29,6,8,0.84846,0.09213
29,6,9,0.85254,0.10298
29,6,10,0.85427,0.08797
29,7,0,0.80646,0.11196
29,7,1,-9E-05,0.53451
29,7,2,-9E-05,0.53452
29,7,3,0.86746,0.09301
29,7,4,0.83638,0.09177
29,7,5,0.80792,0.12317
29,7,6,0.84994,0.08898
29,7,7,0.89704,0.07601
29,7,8,0.88218,0.08453
29,7,9,0.87156,0.08992
29,7,10,0.8821,0.09593
29,8,0,0.83926,0.09185
29,8,1,0.84103,0.09256
29,8,2,0.83295,0.13818
29,8,3,-8E-05,0.53456
29,8,4,0.84176,0.09065
29,8,5,0.89094,0.09929
29,8,6,0.84209,0.09718
29,8,7,0.8983,0.09475
29,8,8,0.88666,0.10697
29,8,9,0.88463,0.0804
29,8,10,0.85407,0.11084
29,9,0,0.84593,0.08275
29,9,1,-8E-05,0.53455
29,9,2,0.88232,0.09105
29,9,3,0.85233,0.10479
29,9,4,-8E-05,0.53454
29,9,5,0.84375,0.09727
29,9,6,0.84794,0.11264
29,9,7,0.86211,0.09895
29,9,8,0.83494,0.12401
29,9,9,0.8414,0.1058
29,9,10,0.85341,0.09761
29,10,0,0.82178,0.10021
29,10,1,-9E-05,0.53452
29,10,2,-7E-05,0.53462
29,10,3,0.87886,0.0773
29,10,4,0.8902,0.07806
29,10,5,0.87879,0.08746
29,10,6,0.87039,0.07624
29,10,7,0.85312,0.10847
29,10,8,0.84377,0.08966
29,10,9,0.83596,0.10969
29,10,10,0.83721,0.08789
29,11,0,0.88186,0.08079
29,11,1,0.8771,0.08919
